no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
16,742290A001,상주시 초산동,2015-01-16,0.5,3.6,-4.6,76.8,246.1,1.5,0,0,2.4,488,0.1,2.27,35.7
16,487915A001,포천시 신북면,2015-01-16,-0.8,2.7,-4.4,84.3,189.3,0.8,0,154,0.7,,-0.8,,23.9
16,618803A001,부산시 강서구,2015-01-16,3.4,8.9,-1,79.1,283.8,2.2,0,,17.4,202,,4.39,23.2
17,269811A001,철원군 동송읍,2015-01-17,-4.7,-1.1,-9.3,61.3,220.9,1.1,0,,0,0,-2.4,0.42,5.3
17,742290A001,상주시 초산동,2015-01-17,-1.1,3.4,-6.7,45.8,265,2.5,0,222,11.8,0,-1.2,2.28,35.8
17,539823A001,진도군 군내면,2015-01-17,1.3,3.9,-3,66.7,251.2,2.7,0,392,10.5,452,,4.94,29.8
17,429843A001,시흥시 하중동,2015-01-17,-3.1,0,-6.9,55,297.9,0.4,0,368,10.7,,,,
17,330846A001,천안시 목천읍,2015-01-17,-2.9,0.3,-6.9,,,0,0,,,1429,,,
17,618803A001,부산시 강서구,2015-01-17,2.7,6.1,-0.5,41.2,292.5,3.6,0,,23.5,0,,4.37,23
17,487915A001,포천시 신북면,2015-01-17,-5.4,-0.7,-9.8,58.2,89.1,1.1,0,550,23.2,,-5.4,,24
17,536824B002,해남군 옥천면,2015-01-17,1.5,4.2,-4.2,62.5,295.1,2,0.1,,12.8,,,3.28,25.4
17,714902A001,청도군 화양읍,2015-01-17,0.7,4.8,-4.8,38.2,,0,0,535,15.8,0,,,
17,590823A001,남원시 이백면,2015-01-17,-1,2.5,-6.4,64.9,279.5,1.8,0.5,519,12.4,559,-1.1,2.15,20.3
17,660985B001,진주시 초전동,2015-01-17,1.9,5.4,-4.1,46,331.1,2.8,0,,12.3,0,,2.49,30
17,627911A001,밀양시 상남면,2015-01-17,1.8,5.8,-4,38.5,280,2.7,0,522,12.4,10,,3.46,28.5
15,534833E001,무안군 청계면,2015-01-17,0.9,3.8,-4.7,68.9,311.7,2.4,0,514,13.1,,0.1,2.88,5
17,635821A001,창녕군 대지면,2015-01-17,0.9,4.9,-5.7,43.1,0.2,2.5,0,546,11,0,0.3,1.34,
18,742290A001,상주시 초산동,2015-01-18,-1.5,6,-7.7,61.2,220,1,0,184,10.8,154,-1.7,2.22,35.4
16,534833E001,무안군 청계면,2015-01-18,0.8,6.5,-5.6,82.7,238,0.6,0,283,8.8,,0,2.18,5
18,487915A001,포천시 신북면,2015-01-18,-5,1.5,-13,82.6,265.2,1,0,261,2.8,,-5,,24.4
18,536824B002,해남군 옥천면,2015-01-18,0.4,7.2,-8,78.7,308.4,0.6,0,,9.9,,,2.48,25
18,714902A001,청도군 화양읍,2015-01-18,0.2,8.5,-9.3,41,,0,0,532,15.5,0,,,
18,635821A001,창녕군 대지면,2015-01-18,-0.2,7.6,-9.4,49.3,215.5,1.3,0,520,11,0,0,1.27,
18,618803A001,부산시 강서구,2015-01-18,2,7.2,-3.7,43.6,241.4,2.9,0,,23.4,0,,3.81,22.7
18,539823A001,진도군 군내면,2015-01-18,1.4,7.2,-6.4,79,272.4,1.7,0,223,8.5,788,,4.33,29.7
18,660985B001,진주시 초전동,2015-01-18,0.4,7,-8.5,57.5,204,1.5,0,,12.5,0,,1.48,29.7
18,627911A001,밀양시 상남면,2015-01-18,1.3,8.1,-6.5,36.7,222.3,1.6,0,531,12.5,0,,2.63,28.4
18,269811A001,철원군 동송읍,2015-01-18,-4.8,2.4,-13.1,86.3,135.1,1.8,0,,6.3,105,-3.2,0.37,5
18,330846A001,천안시 목천읍,2015-01-18,-2.8,3.8,-9.8,,,0,3,,,1429,,,
18,429843A001,시흥시 하중동,2015-01-18,-1.3,3.8,-8.5,76.8,275.8,0.2,1,77,5.4,,,,
18,590823A001,남원시 이백면,2015-01-18,-1.8,5.7,-9.2,72.5,230.2,1.1,0,473,13.2,141,-1.3,1.87,19.8
19,635821A001,창녕군 대지면,2015-01-19,3,8.3,-2.5,68.3,340.6,1.6,0,364,6.9,645,2.1,1.48,
19,660985B001,진주시 초전동,2015-01-19,3.8,8.6,-0.6,65.7,347.7,2.3,0,,10.1,377,,2.25,29.8
19,429843A001,시흥시 하중동,2015-01-19,1.4,4.1,-3.4,73.3,288.3,0.6,4,287,8.4,,,,
19,487915A001,포천시 신북면,2015-01-19,-1.2,1.5,-9.1,80.9,186,0.7,1.5,393,4.2,,-1.2,,24
19,627911A001,밀양시 상남면,2015-01-19,3.7,8.9,-1.8,61.3,273.2,1.8,0,486,10.5,63,,3.18,28.3
19,269811A001,철원군 동송읍,2015-01-19,-1.9,2.4,-10.9,79.1,210.8,2.5,2,,0.1,199,-1.9,0.3,5.5
19,590823A001,남원시 이백면,2015-01-19,2.4,6.9,-0.9,76,269.3,1.7,0.5,290,8.6,346,2,2.15,20.3
19,714902A001,청도군 화양읍,2015-01-19,3.2,7.4,-0.3,61.3,,0,0,366,11.4,81,,,
19,618803A001,부산시 강서구,2015-01-19,4.9,9,-1,58,274.4,2.9,0,,20,0,,3.97,22.3
19,330846A001,천안시 목천읍,2015-01-19,1.2,4.5,-2.3,,,0,0,,,1429,,,
19,536824B002,해남군 옥천면,2015-01-19,5.6,8.6,1.9,58.6,287,1.7,0,,9.6,,,3.63,25
19,539823A001,진도군 군내면,2015-01-19,5.7,8.2,2.6,57.9,274.2,3.4,0,350,11,0,,4.68,29.7
17,534833E001,무안군 청계면,2015-01-19,4.2,8.2,0.4,70,299.2,1.2,0,371,10.1,,2.7,3.07,5
19,742290A001,상주시 초산동,2015-01-19,2.8,6.7,-2.8,61.6,255.8,2.1,0.5,136,8.1,146,2.5,2.21,35.3
20,742290A001,상주시 초산동,2015-01-20,-0.7,6.1,-6.8,67,196.4,0.5,0,193,10.8,0,-0.8,2.21,35.5
20,330846A001,천안시 목천읍,2015-01-20,-0.6,5.5,-6.2,,,0,0,,,1429,,,
20,635821A001,창녕군 대지면,2015-01-20,0.3,8.1,-6.1,67.7,33.2,0.7,0,522,9.9,261,0,1.62,
20,714902A001,청도군 화양읍,2015-01-20,0.7,9.3,-6.7,63.2,,0,0,540,13.1,0,,,
20,627911A001,밀양시 상남면,2015-01-20,1.9,9.5,-4,60.6,270.8,1,0,521,11.4,0,,3.23,28.2
20,618803A001,부산시 강서구,2015-01-20,2.4,8.9,-3.8,72,266.9,0.8,0,,22.2,0,,3.93,22.1
20,590823A001,남원시 이백면,2015-01-20,0.2,8,-6,72.4,124.4,0.8,0,502,11.5,0,0.3,2.47,20.1
20,269811A001,철원군 동송읍,2015-01-20,-7.4,1.2,-15.8,85.5,270.8,0.5,1,,10.9,0,-3.5,0.31,5.3
20,536824B002,해남군 옥천면,2015-01-20,1.9,8.7,-5.5,72.3,122.8,0.5,0,,11.6,,,3.36,24.8
20,487915A001,포천시 신북면,2015-01-20,-5.3,2,-13.4,80.3,101.9,0.1,1.5,513,10,,-5.3,,24
20,429843A001,시흥시 하중동,2015-01-20,-1.2,4.8,-7.5,70.6,,0,0,283,8.8,,,,
18,534833E001,무안군 청계면,2015-01-20,2,8.6,-3.2,75.2,327.5,0.3,0,478,12.5,,1.5,3.53,5
20,660985B001,진주시 초전동,2015-01-20,1,9,-4.8,67.3,25.3,0.5,0,,11.7,0,,2.09,29.5
20,539823A001,진도군 군내면,2015-01-20,2.4,8.5,-1.5,69.1,93.9,0.8,0,394,11,0,,4.74,29.5
21,627911A001,밀양시 상남면,2015-01-21,3.6,7.9,0.5,77.4,266.3,0.6,4,27,3.7,718,,3.71,28.2
21,660985B001,진주시 초전동,2015-01-21,3,6.7,-0.2,81.9,26.5,0.5,7.5,,2.7,564,,2.69,29.9
21,590823A001,남원시 이백면,2015-01-21,2.8,6.7,-0.8,82.8,50.3,0.9,4.5,0,2.4,467,2,2.74,20.4
21,536824B002,해남군 옥천면,2015-01-21,6,9.1,1.1,86.6,13.7,0.2,2,,3,,,4.06,25.1
21,714902A001,청도군 화양읍,2015-01-21,2.4,6.9,-1.4,80.6,,0,4,2,2.2,677,,,
21,487915A001,포천시 신북면,2015-01-21,-1,4.1,-6.5,78.7,112.7,0.2,1.5,289,1.4,,-1,,23.9
21,429843A001,시흥시 하중동,2015-01-21,2,7.4,-3.1,70.2,,0,0,18,4.8,,,,
21,742290A001,상주시 초산동,2015-01-21,1.1,5.7,-3.5,78.2,102,0.2,2,0,4.1,234,1,2.22,35.8
19,534833E001,무안군 청계면,2015-01-21,5.3,7,1.4,89.1,56.6,0.3,7,0,1.7,,4,3.9,5
21,635821A001,창녕군 대지면,2015-01-21,2.2,5.5,-0.7,80,330.9,0.7,3.5,0,2.7,671,2,1.95,
21,539823A001,진도군 군내면,2015-01-21,6.5,9.4,4.2,85.8,86.1,1.3,3,0,1.6,804,,4.98,30.2
21,269811A001,철원군 동송읍,2015-01-21,-1.9,4.5,-9.7,85.3,273.7,0.4,0,,8.1,0,-1.8,0.3,5.3
21,330846A001,천안시 목천읍,2015-01-21,1.2,5.2,-3,,,0,1,,,1429,,,
21,618803A001,부산시 강서구,2015-01-21,4.6,9.2,1.2,86.9,339.5,0.8,2.5,,6.4,607,,4.23,21.9
20,534833E001,무안군 청계면,2015-01-22,4.5,7,1.1,84.4,310.1,1.5,0.5,295,9.2,,3.7,4.81,5
22,627911A001,밀양시 상남면,2015-01-22,5.2,7.3,3.6,84.2,293.3,2.2,4,27,4.8,752,,4.82,28.2
22,487915A001,포천시 신북면,2015-01-22,1.5,6.3,-3.2,77.3,100.1,0.3,0,440,7.6,,1.5,,23.8
22,714902A001,청도군 화양읍,2015-01-22,4.6,6,2.4,91.6,,0,1.5,2,4,983,,,
22,429843A001,시흥시 하중동,2015-01-22,2.9,8.1,-1.8,70.5,262.2,0.2,0,160,7.2,,,,
22,590823A001,남원시 이백면,2015-01-22,3.4,5.1,2.7,92.1,287.3,0.9,0,0,1.6,787,2.9,3.76,20.9
22,618803A001,부산시 강서구,2015-01-22,5.4,7.6,4.1,85.7,11.1,2.6,4.5,,6.2,1369,,4.82,23.2
22,330846A001,천안시 목천읍,2015-01-22,2.2,6.3,-1.4,,,0,1.5,,,1429,,,
22,742290A001,상주시 초산동,2015-01-22,2.4,5.3,0.5,92.9,195.1,0.5,4,0,3.9,789,2.4,2.21,38.5
22,539823A001,진도군 군내면,2015-01-22,4.6,7.1,1.8,79,241.9,2.1,3,334,10.2,447,,5.5,33.9
22,536824B002,해남군 옥천면,2015-01-22,4.9,8,2.4,79.4,297.3,1.6,0,,9.1,,,4.71,25.6
22,635821A001,창녕군 대지면,2015-01-22,4.2,5.7,3,88.9,346,2.2,0,8,4.1,800,4,3.23,
22,269811A001,철원군 동송읍,2015-01-22,1,6.3,-3.3,84,269.7,1.8,0,,10.6,0,-0.5,0.32,6
22,660985B001,진주시 초전동,2015-01-22,4.2,7.1,0.6,91.4,6.5,1.2,0,,3.5,657,,3.59,32.7
23,635821A001,창녕군 대지면,2015-01-23,2.3,8.4,-2.3,82.9,119.7,0.6,0,460,10,144,2.4,3.7,
23,269811A001,철원군 동송읍,2015-01-23,-1.4,5.2,-7.6,87,190.7,1.4,0,,10.8,76,-1.1,0.38,6.9
23,627911A001,밀양시 상남면,2015-01-23,2.7,8.9,-1.6,77.7,221.3,0.9,0,480,10.6,256,,4.86,28.5
23,487915A001,포천시 신북면,2015-01-23,-1.6,4.8,-7.6,85,268.7,0.4,0,487,10.7,,-1.6,,23.8
23,714902A001,청도군 화양읍,2015-01-23,2.2,8,-2.4,84.6,,0,0,363,10.2,487,,,
23,429843A001,시흥시 하중동,2015-01-23,0.5,5.8,-3.8,81,229.3,0.3,0,50,4.7,,,,
23,536824B002,해남군 옥천면,2015-01-23,2.1,9,-4.8,77.7,310.2,0.7,0,,12.7,,,4.16,25.4
23,590823A001,남원시 이백면,2015-01-23,1.7,6.4,-2,84.4,157.8,0.7,0,220,7.1,0,1.7,4.05,20.6
23,618803A001,부산시 강서구,2015-01-23,3.3,8.1,-0.9,73.7,147.5,1.3,0,,22.4,0,,4.93,23.7
23,539823A001,진도군 군내면,2015-01-23,2.4,8.3,-3.3,74.8,256.1,0.8,0,501,13,494,,5.34,33
23,742290A001,상주시 초산동,2015-01-23,-0.4,4.2,-3.6,87.1,244.2,0.5,0,0,4.4,698,-0.4,2.2,38.5
21,534833E001,무안군 청계면,2015-01-23,1.9,8,-2.5,84.5,273.5,0.4,0,511,13.3,,1.7,4.5,5
23,660985B001,진주시 초전동,2015-01-23,1.7,8.3,-2.2,87.5,193.6,0.6,0.5,,10.4,0,,3.6,32.2
23,330846A001,천안시 목천읍,2015-01-23,0.1,4.6,-2.8,,,0,0,,,1429,,,
24,660985B001,진주시 초전동,2015-01-24,0.7,9.1,-5.5,84.6,169.9,0.3,0,,11.5,5,,2.99,31.8
24,429843A001,시흥시 하중동,2015-01-24,2.9,8,-0.4,75,242.5,0.4,0,286,8.7,,,,
24,714902A001,청도군 화양읍,2015-01-24,1.2,9.7,-5.4,77.1,,0,0,547,12.4,68,,,
24,590823A001,남원시 이백면,2015-01-24,1.7,8.8,-3.8,80,310.8,0.9,0,495,11.8,50,1.8,3.73,20.5
24,330846A001,천안시 목천읍,2015-01-24,1.7,8.1,-2.8,,,0,0,,,1429,,,
24,487915A001,포천시 신북면,2015-01-24,0.9,6.1,-2.8,79.3,112.2,0.1,0,483,6.9,,0.9,,23.8
24,635821A001,창녕군 대지면,2015-01-24,0.9,9.3,-5.7,79,331.6,0.7,0,538,11.1,127,1,3.23,
24,742290A001,상주시 초산동,2015-01-24,1.5,8.5,-4.2,73.5,226,0.8,0,183,10.4,602,1.2,2.21,38.3
24,627911A001,밀양시 상남면,2015-01-24,2.3,10.5,-3.5,72.9,271.4,1,0,526,12.2,97,,4.28,28.6
24,536824B002,해남군 옥천면,2015-01-24,1.3,9.9,-6.1,80.8,305.4,0.4,0,,12.3,,,3.38,25.1
24,539823A001,진도군 군내면,2015-01-24,2.3,10.4,-3.5,82.6,234,0.5,0,416,12,985,,4.86,32.3
24,618803A001,부산시 강서구,2015-01-24,2.4,8.9,-3.8,79.2,272.2,1.9,0,,23.5,73,,4.58,23.3
24,269811A001,철원군 동송읍,2015-01-24,1.1,6.1,-1.7,86.5,254,0.6,0,,10.6,0,-0.2,0.39,7.3
22,534833E001,무안군 청계면,2015-01-24,2.5,10.3,-3.3,84.4,327.3,0.3,0,388,10.6,,2,4.25,5
25,714902A001,청도군 화양읍,2015-01-25,1.8,7.8,-4,88.9,,0,3,7,4.9,597,,,
25,429843A001,시흥시 하중동,2015-01-25,3,6.3,-0.8,85,128.6,0.2,5,0,1.7,,,,
25,539823A001,진도군 군내면,2015-01-25,7.8,13.5,-0.5,85.3,103.4,2.1,15.5,12,4.4,910,,5.03,33.8
25,618803A001,부산시 강서구,2015-01-25,5.2,10.6,-1.3,81,46.9,0.8,0,,11,82,,4.44,23
25,330846A001,천안시 목천읍,2015-01-25,1.7,5.7,-2.4,,,0,2,,,1429,,,
25,742290A001,상주시 초산동,2015-01-25,0.3,5.1,-3.7,84.6,94.1,0.2,4,0,4.5,924,0.3,2.24,38.4
23,534833E001,무안군 청계면,2015-01-25,7.6,12.4,0.8,84.5,102.6,1,7,0,4.3,,6.1,4.57,5
25,269811A001,철원군 동송읍,2015-01-25,0.3,3.4,-2.3,97.4,257.6,1,6,,3.2,400,-0.5,0.4,8.1
25,635821A001,창녕군 대지면,2015-01-25,1.2,5.7,-3.5,89.3,266.8,0.4,2,11,3.7,602,1.4,2.91,
25,660985B001,진주시 초전동,2015-01-25,2,6.6,-3.1,92.8,322.8,0,5,,3.5,166,,2.8,31.8
25,487915A001,포천시 신북면,2015-01-25,0.3,5.1,-2.9,90.9,105.2,0.1,6,103,0.5,,0.3,,23.8
25,627911A001,밀양시 상남면,2015-01-25,2.7,7.1,-2.3,83.8,231.4,0.4,1.5,68,4.6,544,,4.08,28.7
25,590823A001,남원시 이백면,2015-01-25,4.2,10.9,-2.8,83.9,69.8,1.1,7.5,6,4.6,228,3.5,3.75,20.6
25,536824B002,해남군 옥천면,2015-01-25,6.1,11.6,-2.3,86.3,105.6,0.4,11.2,,4.7,,,3.93,27.1
26,635821A001,창녕군 대지면,2015-01-26,6.7,12,3.7,92.4,1,1,2,154,5.5,651,6.4,4.56,
26,714902A001,청도군 화양읍,2015-01-26,7,11.8,2.9,92.5,,0,3.5,2,4,736,,,
26,660985B001,진주시 초전동,2015-01-26,7.6,12.9,4.5,93.1,355.7,0.4,3,,5.5,517,,5.06,34.3
26,429843A001,시흥시 하중동,2015-01-26,4.6,7.4,1.2,86.8,289.4,0.1,0.5,0,3.4,,,,
26,536824B002,해남군 옥천면,2015-01-26,7.3,10.1,3.6,95.1,294.6,1.1,0.4,,2.7,,,5.44,33.4
26,269811A001,철원군 동송읍,2015-01-26,2.3,5.6,0.4,95.3,242.7,1.6,2.5,,4.7,668,0.1,0.4,13.7
26,487915A001,포천시 신북면,2015-01-26,2.4,5.7,-0.2,93.7,99.1,0.4,1.5,148,0.6,,2.4,,23.7
26,590823A001,남원시 이백면,2015-01-26,6.9,10.1,4.1,95.4,284.8,0.9,2,0,2.1,766,6.5,5.72,22.1
24,534833E001,무안군 청계면,2015-01-26,6.8,10.2,4,96.4,312.2,1,0,0,1.2,,5.8,6.06,5
26,539823A001,진도군 군내면,2015-01-26,7.1,11.2,3.8,94.8,268.2,2.3,0,0,1.3,892,,6.19,35.1
26,627911A001,밀양시 상남면,2015-01-26,7.8,13.1,3.9,91.9,272.2,0.8,5,56,4.8,955,,5.63,30.9
26,618803A001,부산시 강서구,2015-01-26,8.5,12.6,3.8,97.7,289.2,0.9,9.5,,10.3,1429,,5.38,24.9
26,330846A001,천안시 목천읍,2015-01-26,4,5.6,1.6,,,0,0.5,,,1429,,,
26,742290A001,상주시 초산동,2015-01-26,4.3,8.9,1.5,90.7,264.9,0.7,2,8,3.4,727,4.2,2.26,39.5
27,269811A001,철원군 동송읍,2015-01-27,-4,-0.7,-7.3,73,251.8,2.7,0,,0,0,-0.8,0.44,12.4
27,714902A001,청도군 화양읍,2015-01-27,2.1,7.2,-4.6,62.5,,0,0,520,13.3,423,,,
27,660985B001,진주시 초전동,2015-01-27,3.6,8.1,-1,65.3,5.6,2.7,0,,8,0,,4.3,33.4
25,534833E001,무안군 청계면,2015-01-27,1.7,4.4,-1.1,74,317.4,2.2,0,273,9.6,,1.1,4.62,5
27,635821A001,창녕군 대지면,2015-01-27,2.5,7.4,-4.2,64.7,7.7,2.3,0,486,10.2,0,1.9,4.46,
27,429843A001,시흥시 하중동,2015-01-27,-1.9,2.3,-6.3,57.6,297.8,0.3,0,383,11.7,,,,
27,330846A001,천안시 목천읍,2015-01-27,-1.7,1.6,-5.9,,,0,0,,,1429,,,
27,742290A001,상주시 초산동,2015-01-27,1.1,5.3,-5,59.4,253.9,1.6,0,177,10.7,0,1.1,2.38,39.4
27,539823A001,진도군 군내면,2015-01-27,1.9,4.5,-0.4,71.1,249.3,3,0,218,8.5,0,,6.04,33.6
27,487915A001,포천시 신북면,2015-01-27,-3.3,0.6,-8.2,68.6,87.5,1.3,0,564,19,,-3.3,,23.6
27,618803A001,부산시 강서구,2015-01-27,4.7,8.6,-0.3,61.5,314.8,1.8,0,,16.3,575,,5.72,24.3
27,627911A001,밀양시 상남면,2015-01-27,3.8,8.7,-0.9,57.9,277.9,2.3,0,414,9.8,442,,5.53,30.8
27,590823A001,남원시 이백면,2015-01-27,1.1,4.1,-4.8,75.9,276.7,1.5,0,304,9.6,0,1.2,5.43,21.4
27,536824B002,해남군 옥천면,2015-01-27,2,4.6,-1.4,70.7,296.2,2.2,0,,9.6,,,4.75,29.7
28,536824B002,해남군 옥천면,2015-01-28,-0.8,4.2,-4.9,65.6,303.9,1.4,0,,12.5,,,3.51,28.2
28,714902A001,청도군 화양읍,2015-01-28,-1.2,4.8,-6.3,64,,0,0,366,11.7,0,,,
28,590823A001,남원시 이백면,2015-01-28,-2.5,4.5,-6.4,73.1,243.5,0.9,0,496,13.1,0,-2,3.59,21
28,330846A001,천안시 목천읍,2015-01-28,-4.1,2.4,-8.2,,,0,0,,,1429,,,
28,269811A001,철원군 동송읍,2015-01-28,-5.6,2.5,-10.9,80.3,279.3,1,0,,13.3,0,-2.4,0.45,11.7
28,742290A001,상주시 초산동,2015-01-28,-2.9,4.5,-7,60.9,217.4,0.8,0,249,11.3,0,-2.5,2.52,39.2
28,618803A001,부산시 강서구,2015-01-28,1.8,6.2,-1.5,56.3,2.5,2.7,0,,20.6,0,,5.02,23.8
28,635821A001,창녕군 대지면,2015-01-28,-0.6,4.8,-4.9,59.9,342.1,2.2,0,489,10.4,0,-0.9,2.9,
26,534833E001,무안군 청계면,2015-01-28,-1.2,2.4,-4.5,71.5,332.2,1.1,0,395,12.3,,-1.7,3.2,5
28,627911A001,밀양시 상남면,2015-01-28,0,6.2,-4.5,59.1,287.4,2,0,376,10.3,74,,4,30.2
28,487915A001,포천시 신북면,2015-01-28,-6.1,1.8,-12.1,71.4,106.9,0.3,0,578,21.5,,-6.1,,23.9
28,539823A001,진도군 군내면,2015-01-28,-0.4,3.6,-3.8,68.1,189.2,1.3,0,453,13.2,10,,5.49,32.6
28,660985B001,진주시 초전동,2015-01-28,0.6,5.6,-2.5,59,36.3,2.4,0,,11.9,0,,2.76,32.7
28,429843A001,시흥시 하중동,2015-01-28,-3.9,2.1,-8.6,56.7,301.8,0,0,364,10.7,,,,
29,536824B002,해남군 옥천면,2015-01-29,-0.6,2.4,-4.8,94.6,317.5,0.1,5.2,,1.4,,,2.76,30.1
29,330846A001,천안시 목천읍,2015-01-29,-1.2,3.9,-6,,,0,0,,,1429,,,
29,627911A001,밀양시 상남면,2015-01-29,2.6,7.3,-1.7,80.2,279.8,1,0,26,5.2,240,,3.85,29.9
29,269811A001,철원군 동송읍,2015-01-29,-4.2,1.7,-8.7,85.1,271.2,0.4,0,,5.5,0,-2.6,0.5,10.6
29,618803A001,부산시 강서구,2015-01-29,3.5,7.8,-1.1,81.5,74.6,1.8,0,,8.4,58,,4.86,23.4
29,487915A001,포천시 신북면,2015-01-29,-4,0.9,-9,77.3,116.7,0.4,0,104,0.7,,-4,,24.1
29,590823A001,남원시 이백면,2015-01-29,-0.3,5.1,-4.7,88.8,319,0.6,2.5,31,3.1,635,-0.6,2.81,21
29,539823A001,진도군 군내면,2015-01-29,-0.3,1.3,-4.1,90.9,102.5,0.4,6,0,1.2,964,,4.77,35.3
29,635821A001,창녕군 대지면,2015-01-29,1.5,4.8,-2.6,80,341.7,1.4,0,39,4.9,421,1.6,2.72,
29,429843A001,시흥시 하중동,2015-01-29,-0.8,4.4,-5.8,67.6,304.5,0,0,35,4.8,,,,
29,660985B001,진주시 초전동,2015-01-29,2,5.3,-1.6,85.7,30.5,0.8,1,,3.3,17,,2.83,32.5
27,534833E001,무안군 청계면,2015-01-29,0.6,2.7,-3.4,87.1,42.9,0.3,2,0,1.6,,-0.3,2.32,5
29,742290A001,상주시 초산동,2015-01-29,-1.6,2.1,-4.8,87.1,144.7,0.2,0,0,3.9,571,-1.3,2.5,39.2
29,714902A001,청도군 화양읍,2015-01-29,1.2,6.4,-3.4,87.9,,0,0,19,5.9,427,,,
30,714902A001,청도군 화양읍,2015-01-30,1.6,5.2,-4.1,55.1,,0,0,434,14,198,,,
30,635821A001,창녕군 대지면,2015-01-30,2.1,5.3,-3,55.6,0.4,3.3,0,488,11.3,349,1.9,3.42,
30,536824B002,해남군 옥천면,2015-01-30,1.4,4.2,-0.2,74.4,305.2,2.2,5.2,,10.1,,,3.14,34.5
30,742290A001,상주시 초산동,2015-01-30,-0.3,3.6,-5.3,60.6,254.6,1.7,0,175,10.7,380,-0.4,2.46,39.2
30,330846A001,천안시 목천읍,2015-01-30,-1.5,1.4,-5.1,,,0,0,,,1429,,,
30,269811A001,철원군 동송읍,2015-01-30,-4.4,-0.4,-7.9,76.3,229.9,2.2,0,,12.9,0,-2.5,0.44,8.9
30,627911A001,밀양시 상남면,2015-01-30,3,6.3,-1.8,53.5,291,3.5,0,419,11.8,116,,4.66,29.7
28,534833E001,무안군 청계면,2015-01-30,1.2,3.5,-1,80.1,319.6,1.5,6.5,250,9.5,,0.2,2.61,5
30,539823A001,진도군 군내면,2015-01-30,1.5,3.7,-0.2,74.9,233.1,2.3,0.5,107,5.4,317,,4.54,35.7
30,429843A001,시흥시 하중동,2015-01-30,-1.9,1.4,-6.2,57.6,294.5,0.6,0,341,11.1,,,,
30,618803A001,부산시 강서구,2015-01-30,3.5,6.9,-0.7,60.1,306.4,3.3,0,,20.1,0,,5.08,23.1
30,660985B001,진주시 초전동,2015-01-30,2.5,5.9,-2,65.7,345.9,3.3,0,,12.1,0,,3.65,32.4
30,590823A001,남원시 이백면,2015-01-30,0,2.9,-3.9,75.4,268.6,1.4,3.5,384,9.2,406,-0.5,2.8,21.4
30,487915A001,포천시 신북면,2015-01-30,-4.1,-0.1,-7.6,65,91.6,0.9,0,525,15.8,,-4.1,,24.1
31,429843A001,시흥시 하중동,2015-01-31,-4.5,0.6,-8.6,55.9,,0,0,401,12.3,,,,
31,742290A001,상주시 초산동,2015-01-31,-3,3.7,-8.5,48.6,245.3,1.1,0,309,13.8,0,-3,2.44,38.8
31,539823A001,진도군 군내면,2015-01-31,0.1,2.8,-1.9,65.7,238.2,2.3,0,456,14.1,0,,4.51,33.9
31,590823A001,남원시 이백면,2015-01-31,-3.3,1.5,-8.1,66.8,271.5,1.3,0.5,560,14.8,0,-3.2,2.4,20.9
31,714902A001,청도군 화양읍,2015-01-31,-2.1,3.9,-6.2,46,,0,0,567,17.1,0,,,
31,330846A001,천안시 목천읍,2015-01-31,-4.6,0.8,-8.6,,,0,0,,,1429,,,
31,269811A001,철원군 동송읍,2015-01-31,-6.8,0.5,-13.1,76.1,271,0.5,0,,13.6,0,-3.5,0.39,6.9
31,618803A001,부산시 강서구,2015-01-31,-0.2,5.1,-3.6,45,288.1,2.2,0,,26.6,0,,4.58,22.8
29,534833E001,무안군 청계면,2015-01-31,-0.4,2,-4.6,69.4,320.2,1.6,0,523,14.7,,-0.8,2.65,5
31,487915A001,포천시 신북면,2015-01-31,-7,-0.4,-13.1,69.1,102.7,0.4,0,559,20.7,,-7,,24.3
31,635821A001,창녕군 대지면,2015-01-31,-2,3.7,-6.6,50.5,358.1,2.3,0,560,13.8,0,-2.4,2.45,
31,627911A001,밀양시 상남면,2015-01-31,-1.2,4.7,-5.5,45,267.3,2.1,0,548,13.8,0,,3.54,29.4
31,536824B002,해남군 옥천면,2015-01-31,-0.2,3.2,-4.8,65.7,306.6,1.8,0,,14.8,,,2.86,31.3
31,660985B001,진주시 초전동,2015-01-31,-0.8,5.4,-5.1,54.5,20.2,2.2,0,,13.6,0,,2.07,31.9
1,742290A001,상주시 초산동,2015-02-01,-2.1,6.7,-8.6,53.4,194.8,0.8,0,295,13.6,0,-2.2,2.4,38.2
1,660985B001,진주시 초전동,2015-02-01,-1.5,8.1,-9,63.8,176.1,0.2,0,,13.5,0,,1.54,31.4
1,330846A001,천안시 목천읍,2015-02-01,-4,3.1,-10.6,,,0,0,,,1429,,,
1,534833E001,무안군 청계면,2015-02-01,-1.7,4.6,-7.5,77.7,315.8,0.8,0.5,556,15.5,,-2,2.2,5
1,539823A001,진도군 군내면,2015-02-01,-0.4,4.4,-5.5,71.6,266.9,1.2,0,556,14.9,40,,4.05,32.9
1,487915A001,포천시 신북면,2015-02-01,-6,2.2,-13.2,67.1,123.5,0.3,0,558,22.2,,-6,,24.4
